0.0000,1.0000,2.0000,3.0000,4.0000,5.0000,6.0000,7.0000,8.0000,9.0000
0.0677,-0.7216,-0.7143,-0.1689,-0.3962,-0.3278,-0.3086,0.1379,0.4382,-0.1440
0.0516,-0.6669,-0.7199,-0.1168,-0.3913,-0.3108,-0.2437,0.2069,0.3829,-0.0769
0.0179,-0.7370,-0.7934,-0.1434,-0.3978,-0.2947,-0.3115,0.1786,0.4027,-0.0847
0.0840,-0.7433,-0.7686,-0.1223,-0.3609,-0.3268,-0.2806,0.1849,0.3606,-0.0865
-0.0005,-0.6615,-0.7268,-0.1946,-0.3941,-0.3275,-0.2330,0.2018,0.3928,-0.1584
0.0634,-0.8707,-0.8731,-0.1394,-0.4978,-0.4115,-0.2822,0.2131,0.4899,-0.1597
0.0185,-0.7000,-0.7354,-0.1956,-0.3820,-0.3634,-0.2580,0.1941,0.3790,-0.1203
-0.0314,-0.6135,-0.5948,-0.0925,-0.2843,-0.2847,-0.2552,0.1084,0.2949,-0.0926
-0.0142,-0.6939,-0.7571,-0.1292,-0.3753,-0.3332,-0.3300,0.2046,0.3743,-0.1214
0.0379,-0.7560,-0.6981,-0.2007,-0.3488,-0.2947,-0.2829,0.1541,0.3691,-0.1046
-0.0036,-0.6913,-0.7024,-0.1986,-0.3950,-0.3424,-0.3107,0.1701,0.3529,-0.0497
0.0459,-0.7252,-0.6747,-0.1455,-0.3261,-0.3123,-0.2661,0.2267,0.4097,-0.0418
-0.0279,-0.6377,-0.6610,-0.1496,-0.3266,-0.2872,-0.2344,0.2188,0.3301,-0.0500
-0.0145,-0.8242,-0.8114,-0.2134,-0.4778,-0.3717,-0.2937,0.2165,0.4527,-0.0874
0.0580,-0.7566,-0.7252,-0.1077,-0.3750,-0.2573,-0.3034,0.1579,0.3906,-0.0895
-0.0113,-0.7196,-0.7392,-0.1739,-0.4252,-0.2935,-0.2510,0.2277,0.3719,-0.0879
0.0599,-0.7150,-0.6325,-0.1257,-0.4039,-0.3061,-0.2418,0.1698,0.3625,-0.1026
-0.0046,-0.8236,-0.7806,-0.1661,-0.3876,-0.3783,-0.3142,0.2493,0.5103,-0.0613
0.0668,-0.6210,-0.6595,-0.1736,-0.3565,-0.2805,-0.2906,0.1166,0.3647,-0.0523
0.0568,-0.7046,-0.6583,-0.1150,-0.3380,-0.2918,-0.2796,0.1447,0.4543,-0.0987
0.0427,-0.7042,-0.6061,-0.1845,-0.3794,-0.3182,-0.2075,0.2145,0.4206,-0.1093
0.0541,-0.6935,-0.6044,-0.1419,-0.3935,-0.3227,-0.2546,0.1783,0.4238,-0.0600
0.0148,-0.6613,-0.6026,-0.1173,-0.3892,-0.2611,-0.2140,0.1903,0.3491,-0.0837
-0.0175,-0.5316,-0.5307,-0.1650,-0.3064,-0.2767,-0.2522,0.1366,0.2918,-0.0617
-0.0184,-0.5384,-0.5216,-0.1807,-0.2742,-0.2180,-0.2611,0.1423,0.3228,-0.0847
-0.0168,-0.7614,-0.7814,-0.1585,-0.4371,-0.3039,-0.3404,0.1576,0.4841,-0.1264
-0.0269,-0.4957,-0.4940,-0.1007,-0.2549,-0.2220,-0.2077,0.0893,0.3178,-0.1053
0.0017,-0.7271,-0.7163,-0.1951,-0.3322,-0.3268,-0.2202,0.1916,0.4089,-0.0593
0.0358,-0.6826,-0.7662,-0.1696,-0.3915,-0.3222,-0.2929,0.1361,0.4098,-0.0643
0.0579,-0.6102,-0.6878,-0.1578,-0.3153,-0.2616,-0.2311,0.1545,0.3356,-0.0981
-0.0301,-0.5738,-0.5871,-0.1695,-0.3709,-0.2624,-0.2118,0.1472,0.3475,-0.1234
0.0118,-0.7995,-0.8226,-0.2416,-0.4282,-0.3082,-0.2878,0.2444,0.5123,-0.0795
-0.0328,-0.8036,-0.8166,-0.1740,-0.4490,-0.3553,-0.3241,0.2046,0.5125,-0.1092
0.0226,-0.6917,-0.7178,-0.2154,-0.4534,-0.3248,-0.2473,0.1563,0.4378,-0.0982
0.0027,-0.7773,-0.7210,-0.1690,-0.4376,-0.3515,-0.3196,0.1643,0.3884,-0.1403
0.0015,-0.7187,-0.6870,-0.1229,-0.3645,-0.2832,-0.2296,0.1590,0.4022,-0.1642
0.0734,-0.7671,-0.7855,-0.1248,-0.3975,-0.2959,-0.3267,0.2337,0.3906,-0.1242
0.0164,-0.6082,-0.6943,-0.1854,-0.3118,-0.3048,-0.2914,0.1559,0.3478,-0.1219
0.0058,-0.5472,-0.5651,-0.1398,-0.3206,-0.3058,-0.1891,0.2037,0.3731,-0.1297
0.0869,-0.6739,-0.6811,-0.1455,-0.3427,-0.3014,-0.2343,0.1587,0.4050,-0.1188
-0.0121,-0.8207,-0.7893,-0.2217,-0.4728,-0.3429,-0.2853,0.2306,0.4948,-0.1725
-0.0244,-0.6756,-0.6634,-0.2181,-0.3931,-0.3326,-0.3206,0.2237,0.4681,-0.1382
0.0494,-0.7882,-0.7975,-0.1916,-0.4548,-0.2978,-0.2512,0.1443,0.4885,-0.1259
0.0156,-0.6653,-0.7297,-0.2116,-0.3481,-0.3313,-0.2237,0.1416,0.4505,-0.1107
0.0106,-0.6923,-0.7028,-0.1230,-0.3838,-0.3019,-0.3390,0.1595,0.4454,-0.1223
0.0748,-0.7118,-0.7627,-0.1064,-0.3796,-0.2950,-0.2818,0.2381,0.4778,-0.1696
-0.0003,-0.6186,-0.6154,-0.0830,-0.3667,-0.3010,-0.2493,0.2108,0.3824,-0.1397
-0.0144,-0.8043,-0.7356,-0.1590,-0.3870,-0.3098,-0.2906,0.2174,0.4055,-0.1068
-0.0237,-0.7285,-0.6981,-0.1563,-0.3584,-0.3539,-0.2205,0.2345,0.4516,-0.1058
-0.0135,-0.7129,-0.7283,-0.1163,-0.4005,-0.3644,-0.3163,0.1971,0.4406,-0.1153
0.0297,-0.5712,-0.5161,-0.1685,-0.2852,-0.2308,-0.1565,0.1388,0.2992,-0.1220
0.0577,-0.7963,-0.7843,-0.2035,-0.3743,-0.3371,-0.3369,0.2296,0.4750,-0.1153
0.0631,-0.5519,-0.5564,-0.1283,-0.2972,-0.2024,-0.2224,0.1773,0.3208,-0.1055
0.0194,-0.6679,-0.5943,-0.1404,-0.3141,-0.2241,-0.1997,0.1086,0.3941,-0.0702
0.0533,-0.7463,-0.7507,-0.1661,-0.3375,-0.2862,-0.3090,0.1773,0.3672,-0.1088
0.0124,-0.7771,-0.8547,-0.2014,-0.4110,-0.3592,-0.2894,0.2064,0.4541,-0.1133
0.0065,-0.7935,-0.8022,-0.1768,-0.4580,-0.3627,-0.2914,0.1797,0.4443,-0.1084
0.0085,-0.6680,-0.7000,-0.1291,-0.4185,-0.3262,-0.3035,0.1641,0.3916,-0.1269
-0.0041,-0.7538,-0.7724,-0.1343,-0.4347,-0.3147,-0.3234,0.1426,0.4026,-0.0589
0.0387,-0.7617,-0.7640,-0.2032,-0.3733,-0.2916,-0.3219,0.1923,0.4736,-0.0959
0.0584,-0.7459,-0.7327,-0.1185,-0.3835,-0.2861,-0.2989,0.1585,0.3907,-0.1148
0.0205,-0.7029,-0.6745,-0.1350,-0.3870,-0.2698,-0.2495,0.1837,0.4114,-0.0750
-0.0039,-0.7291,-0.7010,-0.0975,-0.4138,-0.3015,-0.2231,0.2129,0.4024,-0.1157
0.0260,-0.6932,-0.7416,-0.1555,-0.3740,-0.3298,-0.3304,0.1945,0.4595,-0.1012
0.0490,-0.7429,-0.7160,-0.1651,-0.4487,-0.3508,-0.3094,0.2150,0.4184,-0.0686
0.0671,-0.7724,-0.8281,-0.1758,-0.4503,-0.3134,-0.3174,0.1849,0.5264,-0.1476
0.0521,-0.6758,-0.6842,-0.1838,-0.3218,-0.2588,-0.2584,0.1441,0.4267,-0.1464
0.0837,-0.7146,-0.7793,-0.1741,-0.4368,-0.3260,-0.3265,0.1515,0.4051,-0.0656
0.0440,-0.6221,-0.6391,-0.1245,-0.3373,-0.2457,-0.2490,0.1189,0.3638,-0.0723
0.0639,-0.6366,-0.6511,-0.1919,-0.3759,-0.3235,-0.2977,0.1730,0.3971,-0.1269
0.0876,-0.5567,-0.6372,-0.0988,-0.3405,-0.2614,-0.2512,0.1138,0.3600,-0.0664
0.0888,-0.6107,-0.6095,-0.1575,-0.3769,-0.3159,-0.2727,0.2009,0.3339,-0.0601
0.0545,-0.6564,-0.6946,-0.1451,-0.3711,-0.3131,-0.2628,0.1774,0.4189,-0.1184
0.0803,-0.6759,-0.7057,-0.1823,-0.4107,-0.3064,-0.2554,0.2030,0.3965,-0.1119
0.0364,-0.5104,-0.5517,-0.1317,-0.2691,-0.2502,-0.2235,0.1932,0.3488,-0.0775
0.0078,-0.5773,-0.5611,-0.0925,-0.2992,-0.2440,-0.1994,0.1613,0.3144,-0.0858
0.0378,-0.7652,-0.8386,-0.1697,-0.3861,-0.3927,-0.2897,0.2205,0.4392,-0.0847
-0.0210,-0.6069,-0.6202,-0.1252,-0.3339,-0.2534,-0.2292,0.1656,0.3842,-0.0844
0.0516,-0.6505,-0.7020,-0.1336,-0.3723,-0.3208,-0.3019,0.1540,0.3608,-0.0776
0.0178,-0.7811,-0.8031,-0.2244,-0.4156,-0.3323,-0.2467,0.1556,0.5074,-0.1279
0.0134,-0.7217,-0.6932,-0.2007,-0.3674,-0.3378,-0.2173,0.1353,0.4360,-0.0782
0.0197,-0.6107,-0.6525,-0.1816,-0.3459,-0.2502,-0.2275,0.2082,0.3871,-0.0290
0.0163,-0.6459,-0.7351,-0.1176,-0.3770,-0.3419,-0.2920,0.2071,0.3681,-0.0913
-0.0087,-0.6343,-0.6571,-0.1132,-0.3123,-0.3016,-0.2293,0.1440,0.3153,-0.0641
-0.0198,-0.6763,-0.7149,-0.1593,-0.3392,-0.2572,-0.3155,0.2031,0.4081,-0.1170
-0.0015,-0.8502,-0.8414,-0.2049,-0.4534,-0.4054,-0.3099,0.1870,0.4037,-0.0498
0.0032,-0.6760,-0.6985,-0.1769,-0.4165,-0.3732,-0.2859,0.1787,0.4746,-0.1121
0.0669,-0.7259,-0.7288,-0.1237,-0.4335,-0.3347,-0.2800,0.1354,0.3887,-0.1025
0.0480,-0.8050,-0.7717,-0.1636,-0.4615,-0.3376,-0.3414,0.2120,0.4891,-0.0865
0.0021,-0.7647,-0.7804,-0.1695,-0.3779,-0.3513,-0.3374,0.2078,0.4118,-0.0345
0.0635,-0.6099,-0.6179,-0.1090,-0.3255,-0.2234,-0.2051,0.1739,0.3587,-0.0804
-0.0104,-0.6125,-0.7112,-0.1274,-0.3718,-0.2907,-0.2873,0.1962,0.3236,-0.0740
-0.0208,-0.7286,-0.6708,-0.1664,-0.3419,-0.2882,-0.2584,0.2068,0.4581,-0.1603
0.0517,-0.7840,-0.7366,-0.2134,-0.4414,-0.2685,-0.2854,0.1473,0.4147,-0.1222
0.0540,-0.7485,-0.6632,-0.2170,-0.4310,-0.2878,-0.2854,0.2182,0.4199,-0.1162
-0.0172,-0.5687,-0.6329,-0.1225,-0.3564,-0.2712,-0.2254,0.1740,0.3567,-0.1356
0.0021,-0.6306,-0.6475,-0.0903,-0.3893,-0.3115,-0.2372,0.2125,0.3883,-0.1401
0.0059,-0.7850,-0.6843,-0.1047,-0.4412,-0.3383,-0.3003,0.1813,0.3820,-0.0864
0.0048,-0.7533,-0.6474,-0.1843,-0.4002,-0.3102,-0.2375,0.2385,0.4425,-0.1098
0.0629,-0.6280,-0.6502,-0.1689,-0.3400,-0.3088,-0.1856,0.1253,0.3489,-0.0786
-0.0127,-0.7150,-0.6629,-0.1433,-0.4006,-0.3141,-0.3284,0.2141,0.4167,-0.0585
0.0139,-0.7919,-0.7565,-0.1196,-0.3746,-0.3587,-0.3079,0.2503,0.4465,-0.1007
0.0242,-0.6681,-0.5651,-0.1068,-0.3423,-0.2774,-0.2431,0.1505,0.3179,-0.1334
0.0149,-0.8279,-0.8358,-0.1535,-0.4725,-0.4051,-0.3672,0.1792,0.5095,-0.1408
-0.0169,-0.6160,-0.5867,-0.1741,-0.3839,-0.3129,-0.2479,0.1332,0.4112,-0.0362
-0.0295,-0.6390,-0.5445,-0.1707,-0.2861,-0.2691,-0.2695,0.1583,0.4131,-0.0353
-0.0081,-0.6809,-0.6657,-0.1520,-0.3858,-0.2545,-0.2727,0.1754,0.4478,-0.1151
0.0110,-0.6555,-0.5912,-0.1449,-0.3079,-0.2924,-0.3009,0.1789,0.4043,-0.1170
0.0731,-0.6474,-0.6326,-0.1064,-0.3703,-0.2460,-0.2269,0.1680,0.4275,-0.1356
0.0196,-0.7147,-0.7361,-0.1890,-0.4177,-0.2528,-0.2255,0.1440,0.4070,-0.1196
0.0621,-0.6666,-0.6529,-0.1334,-0.3155,-0.2756,-0.2329,0.1456,0.3967,-0.0601
0.0440,-0.4802,-0.4795,-0.1366,-0.2663,-0.2588,-0.2433,0.1449,0.2587,-0.0434
0.0143,-0.6689,-0.7349,-0.1709,-0.3520,-0.3183,-0.2879,0.1572,0.4143,-0.1479
0.0730,-0.6806,-0.6621,-0.1786,-0.3759,-0.2912,-0.3050,0.1879,0.3528,-0.1546
0.0672,-0.5990,-0.6831,-0.1894,-0.3279,-0.3310,-0.2227,0.1875,0.4199,-0.0558
0.0233,-0.5696,-0.6506,-0.0913,-0.3419,-0.2994,-0.2157,0.1389,0.3955,-0.0326
0.0635,-0.6385,-0.6133,-0.1061,-0.3167,-0.2682,-0.2309,0.1797,0.4143,-0.0671
0.0218,-0.6026,-0.5901,-0.1701,-0.3017,-0.2178,-0.2421,0.1095,0.3786,-0.1218
0.0151,-0.5962,-0.6990,-0.1257,-0.2984,-0.3181,-0.2302,0.1475,0.4018,-0.1452
0.0243,-0.6746,-0.7510,-0.1812,-0.3864,-0.3551,-0.3166,0.2341,0.4461,-0.1464
0.0483,-0.6317,-0.7200,-0.2037,-0.3792,-0.3572,-0.3018,0.1462,0.4383,-0.1522
-0.0165,-0.7231,-0.7650,-0.1796,-0.4380,-0.3863,-0.3047,0.2138,0.4282,-0.1008
0.0531,-0.7125,-0.6838,-0.1097,-0.3359,-0.2887,-0.2862,0.1655,0.3608,-0.0350
0.0514,-0.5927,-0.5438,-0.1062,-0.3594,-0.2134,-0.2192,0.1911,0.3449,-0.0414
0.0697,-0.6437,-0.6426,-0.1167,-0.3529,-0.2693,-0.2754,0.2144,0.3853,-0.0971
-0.0247,-0.7156,-0.6336,-0.1298,-0.3513,-0.3204,-0.2478,0.1480,0.3684,-0.1354
0.0389,-0.5862,-0.5815,-0.1244,-0.2589,-0.2290,-0.1859,0.1115,0.3295,-0.0996
0.0487,-0.7393,-0.6786,-0.1456,-0.3508,-0.2696,-0.2258,0.2067,0.4409,-0.1187
-0.0183,-0.6590,-0.7338,-0.1682,-0.3757,-0.3229,-0.2594,0.2143,0.4102,-0.1003
0.0067,-0.7068,-0.7527,-0.1702,-0.3990,-0.3354,-0.2526,0.2327,0.4563,-0.0644
0.0029,-0.8135,-0.7143,-0.1837,-0.4390,-0.3805,-0.3355,0.1824,0.4064,-0.0478
-0.0077,-0.8594,-0.8470,-0.2188,-0.4941,-0.4180,-0.2995,0.1827,0.4427,-0.1805
0.0554,-0.7618,-0.7810,-0.2003,-0.3872,-0.2858,-0.2931,0.1861,0.4041,-0.1297
0.0240,-0.7418,-0.7754,-0.1958,-0.4058,-0.3640,-0.3170,0.1515,0.4025,-0.1456
0.0419,-0.7058,-0.7587,-0.1288,-0.3750,-0.2645,-0.2587,0.1556,0.4138,-0.1106
0.0763,-0.7021,-0.6505,-0.1835,-0.3361,-0.3357,-0.2387,0.1903,0.3939,-0.1301
0.0879,-0.6578,-0.6675,-0.1732,-0.3697,-0.3120,-0.2820,0.1536,0.3405,-0.1492
0.0677,-0.7285,-0.7534,-0.1584,-0.4391,-0.2844,-0.2544,0.1538,0.4218,-0.0613
0.0568,-0.6992,-0.6693,-0.1630,-0.3641,-0.3596,-0.2761,0.2302,0.4385,-0.0657
0.0889,-0.6068,-0.6197,-0.1395,-0.3512,-0.3150,-0.2101,0.1669,0.4121,-0.0530
-0.0134,-0.6566,-0.5981,-0.1406,-0.3214,-0.3083,-0.2115,0.2250,0.4128,-0.0468
0.0642,-0.6512,-0.6721,-0.1226,-0.4068,-0.3377,-0.2698,0.1796,0.4573,-0.1324
0.0822,-0.6247,-0.6659,-0.1210,-0.3881,-0.2821,-0.2546,0.2046,0.4107,-0.1430
0.0323,-0.5518,-0.5984,-0.1874,-0.3795,-0.2319,-0.2223,0.2051,0.3166,-0.1349
0.0344,-0.6408,-0.7117,-0.1649,-0.3702,-0.3040,-0.2060,0.2239,0.4259,-0.1009
-0.0246,-0.7471,-0.6996,-0.1906,-0.4120,-0.2729,-0.2869,0.2154,0.4671,-0.1324
-0.0010,-0.6471,-0.6264,-0.1763,-0.3742,-0.2757,-0.2920,0.1727,0.4033,-0.0767
0.0285,-0.7216,-0.6265,-0.1851,-0.4246,-0.2524,-0.2787,0.1291,0.4449,-0.0752
-0.0169,-0.8366,-0.7718,-0.1472,-0.4839,-0.3169,-0.3526,0.1893,0.5009,-0.1005
-0.0034,-0.5637,-0.5872,-0.1719,-0.2901,-0.3199,-0.2276,0.1089,0.3121,-0.0886
-0.0350,-0.7343,-0.7628,-0.1204,-0.4326,-0.3654,-0.2992,0.1458,0.4094,-0.0403
0.0771,-0.7394,-0.6754,-0.1275,-0.3457,-0.3193,-0.2392,0.1519,0.3601,-0.0640
0.0076,-0.6335,-0.6166,-0.1287,-0.3213,-0.2326,-0.2660,0.1726,0.3440,-0.1066
0.0632,-0.5734,-0.5523,-0.1201,-0.3177,-0.2078,-0.2487,0.1990,0.2934,-0.0498
0.0770,-0.7067,-0.7221,-0.1294,-0.3470,-0.3256,-0.2579,0.1500,0.4283,-0.0899
-0.0343,-0.8129,-0.7538,-0.1677,-0.4634,-0.3173,-0.2850,0.2363,0.5144,-0.0599
0.0466,-0.7063,-0.6992,-0.1061,-0.3877,-0.3043,-0.2643,0.1634,0.4324,-0.1229
0.0199,-0.7277,-0.6645,-0.1637,-0.4126,-0.3209,-0.3347,0.1678,0.3962,-0.0871
0.0792,-0.7468,-0.7634,-0.1709,-0.3836,-0.3227,-0.2579,0.2010,0.4788,-0.1403
-0.0144,-0.5868,-0.5153,-0.0853,-0.3002,-0.2539,-0.2505,0.1847,0.3028,-0.0752
-0.0417,-0.7544,-0.7192,-0.2002,-0.3666,-0.3570,-0.3327,0.1640,0.4493,-0.1304
-0.0089,-0.6697,-0.6134,-0.1345,-0.3402,-0.2697,-0.2880,0.2097,0.3465,-0.1055
-0.0171,-0.7870,-0.7955,-0.1978,-0.4877,-0.3364,-0.3409,0.2276,0.5025,-0.1534
-0.0112,-0.6905,-0.6782,-0.0969,-0.3297,-0.3424,-0.2866,0.1753,0.4268,-0.0665
-0.0118,-0.8668,-0.8408,-0.1847,-0.4986,-0.3176,-0.3061,0.2442,0.4676,-0.0850
0.0425,-0.8443,-0.7572,-0.1335,-0.4482,-0.3859,-0.2544,0.2541,0.4298,-0.0972
-0.0207,-0.5766,-0.5126,-0.0796,-0.2540,-0.1990,-0.2585,0.1704,0.3240,-0.0638
0.0209,-0.5139,-0.5683,-0.1530,-0.2598,-0.2391,-0.2397,0.1556,0.3013,-0.0564
0.0691,-0.6905,-0.6803,-0.1091,-0.3677,-0.2960,-0.2954,0.1536,0.4164,-0.0880
0.0776,-0.8885,-0.8706,-0.1558,-0.4204,-0.3953,-0.3179,0.2439,0.4618,-0.1323
0.0065,-0.6299,-0.5727,-0.1841,-0.3768,-0.3159,-0.2346,0.2077,0.3688,-0.0373
0.0270,-0.7033,-0.6706,-0.1795,-0.4305,-0.3619,-0.2992,0.2059,0.4560,-0.0720
0.0583,-0.7115,-0.6547,-0.1919,-0.4055,-0.2780,-0.2644,0.2208,0.3528,-0.0353
-0.0045,-0.6766,-0.6236,-0.1457,-0.4292,-0.2493,-0.2982,0.2159,0.3787,-0.0632
0.0260,-0.7842,-0.7492,-0.1788,-0.4391,-0.3355,-0.2794,0.2251,0.4129,-0.0597
0.0594,-0.6293,-0.6060,-0.0935,-0.2994,-0.3014,-0.2007,0.1966,0.3678,-0.0690
0.0541,-0.6201,-0.5778,-0.1257,-0.3247,-0.2438,-0.2760,0.1374,0.3369,-0.1013
0.0105,-0.6224,-0.6159,-0.1358,-0.3119,-0.2553,-0.2480,0.1276,0.3365,-0.0992
0.0049,-0.5434,-0.5857,-0.1206,-0.3180,-0.2916,-0.1591,0.1598,0.2984,-0.0729
-0.0103,-0.6599,-0.6346,-0.2087,-0.3066,-0.2785,-0.2708,0.1663,0.4133,-0.1422
0.0522,-0.4913,-0.4735,-0.0769,-0.3268,-0.2375,-0.2481,0.1421,0.2711,-0.0894
0.0237,-0.2724,-0.2926,-0.0504,-0.1726,-0.1004,-0.1245,0.0698,0.1723,-0.0059
0.0388,-0.5405,-0.5440,-0.1222,-0.3259,-0.2881,-0.2274,0.1012,0.3547,-0.1103
-0.0174,-0.7220,-0.6354,-0.2014,-0.3644,-0.3033,-0.2650,0.1911,0.3814,-0.1288
-0.0054,-0.7311,-0.7570,-0.1844,-0.4210,-0.3568,-0.2704,0.2206,0.4541,-0.0633
-0.0297,-0.6537,-0.5856,-0.1651,-0.3503,-0.2782,-0.2405,0.1231,0.4162,-0.1152
0.0158,-0.5987,-0.5423,-0.1327,-0.3616,-0.2850,-0.2229,0.1071,0.2947,-0.0488
0.0621,-0.6600,-0.6659,-0.1741,-0.3399,-0.2747,-0.2870,0.1711,0.3403,-0.1359
0.0397,-0.7163,-0.6666,-0.1119,-0.3272,-0.2664,-0.2629,0.1984,0.3684,-0.1297
-0.0026,-0.6594,-0.6633,-0.0918,-0.3809,-0.2699,-0.2110,0.1996,0.3567,-0.1323
0.0150,-0.7410,-0.6541,-0.1354,-0.3658,-0.2792,-0.2175,0.2380,0.4205,-0.1379
0.0169,-0.6256,-0.6202,-0.1048,-0.2707,-0.2395,-0.2164,0.1594,0.2942,-0.0182
0.0520,-0.6418,-0.5886,-0.1138,-0.3436,-0.2527,-0.2755,0.1022,0.3729,-0.1180
0.0476,-0.7543,-0.6327,-0.1479,-0.4225,-0.3232,-0.2969,0.2352,0.4140,-0.0850
-0.0021,-0.6595,-0.7842,-0.2066,-0.3367,-0.2962,-0.2772,0.1692,0.3746,-0.1748
0.0388,-0.7221,-0.7146,-0.1909,-0.3882,-0.2793,-0.3085,0.1690,0.4306,-0.1352
0.0482,-0.7239,-0.8094,-0.1431,-0.3980,-0.3677,-0.3009,0.2375,0.4443,-0.1746
0.0099,-0.6673,-0.6211,-0.1737,-0.3450,-0.2471,-0.2197,0.1573,0.3359,-0.1158
0.0569,-0.7294,-0.7238,-0.1225,-0.4186,-0.2999,-0.2872,0.1548,0.3905,-0.0803
0.0237,-0.7356,-0.6639,-0.1463,-0.3959,-0.3348,-0.3107,0.2423,0.4060,-0.0789
